season,round,pick,team,pfr_player_id,pfr_player_name,position,college,allpro,probowls,seasons_started,games,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_2pt_conversions
2008,6,204,MIA,HillLe00,Lex Hilliard,RB,Montana,0,0,1,62,48,163,2,0,0,19,0,30,38,233,2,0,0,79,184,9,0
2008,7,213,JAX,WashCh00,Chauncey Washington,RB,USC,0,0,0,11,5,8,0,0,0,1,0,3,4,22,0,0,0,2,20,2,0
2008,7,233,SEA,ForsJu00,Justin Forsett,RB,California,0,1,2,122,868,4088,19,6,3,196,1,218,302,1409,2,2,0,-60,1558,54,0
2008,7,238,TAM,BoydCo01,Cory Boyd,RB,South Carolina,0,0,0,1,,,,,,,,,,,,,,,,,
2008,7,240,BAL,PatrAl00,Allen Patrick,RB,Oklahoma,0,0,0,,,,,,,,,,,,,,,,,,
2009,1,12,DEN,MoreKn00,Knowshon Moreno,RB,Georgia,0,0,3,63,928,3806,28,9,6,197,0,166,215,1484,10,2,2,268,1329,70,0
2009,1,27,IND,BrowDo00,Donald Brown,RB,Connecticut,0,0,1,89,739,2993,19,2,0,137,1,128,174,1142,3,2,0,9,1203,44,0
2009,1,31,ARI,WellCh00,Beanie Wells,RB,Ohio St.,0,0,2,51,644,2569,25,10,5,121,0,28,41,293,0,0,0,121,177,10,0
2009,2,53,PHI,McCoLe01,LeSean McCoy,RB,Pittsburgh,2,6,10,170,2514,11324,74,21,12,562,2,533,687,4002,16,5,3,-376,4538,190,1
2009,3,65,NYJ,GreeSh00,Shonn Greene,RB,Iowa,0,0,2,85,1093,4613,27,10,7,220,0,74,112,547,0,2,0,86,503,20,0
2009,3,74,SFO,CoffGl00,Glen Coffee,RB,Alabama,0,0,0,14,83,226,1,0,0,8,0,11,18,76,0,0,0,-15,87,2,0
2009,4,111,CAR,GoodMi00,Mike Goodson,RB,Texas A&M,0,0,0,42,167,783,3,5,3,29,0,61,81,543,1,0,0,-27,609,27,0
2009,4,128,CAR,FiamTo00,Tony Fiammetta,RB,Syracuse,0,0,2,51,11,26,0,0,0,5,0,12,23,130,0,0,0,32,100,8,0
2009,4,129,NYG,BrowAn03,Andre Brown,RB,North Carolina St.,0,0,1,22,214,876,11,3,3,56,2,32,46,189,0,0,0,29,190,5,0
2009,4,134,SDG,JohnGa01,Gartrell Johnson,RB,Colorado St.,0,0,0,19,24,83,0,0,0,4,0,3,6,6,0,1,0,5,9,0,0
2009,5,145,GNB,JohnQu00,Quinn Johnson,RB,LSU,0,0,1,44,4,5,0,0,0,2,0,14,21,104,0,0,0,19,88,6,0
2009,5,169,PIT,SummFr00,Frank Summers,RB,UNLV,0,0,1,27,18,63,2,0,0,7,0,12,16,88,1,0,0,29,63,5,0
2009,5,173,TEN,RingJa00,Javon Ringer,RB,Michigan St.,0,0,0,37,120,486,3,0,0,19,0,38,49,243,0,1,1,0,232,15,0
2009,6,185,BAL,PeerCe00,Cedric Peerman,RB,Virginia,0,1,0,92,70,349,1,1,0,12,0,13,19,123,0,0,0,29,102,8,0
2009,6,192,DET,BrowAa00,Aaron Brown,RB,TCU,0,0,0,22,45,189,0,0,0,9,0,18,29,138,1,0,0,59,110,8,0
2009,6,195,CLE,DaviJa03,James Davis,RB,Clemson,0,0,0,9,28,75,0,0,0,1,0,8,10,50,0,0,0,-19,67,1,0
2009,6,209,CIN,ScotBe00,Bernard Scott,RB,Abilene Christian,0,0,0,49,265,1060,4,1,0,56,0,34,44,204,0,0,0,-38,229,7,0
2009,7,211,STL,OgboCh00,Chris Ogbonnaya,RB,Texas,0,0,1,53,158,710,2,3,2,33,0,96,141,714,2,2,2,127,640,33,0
2009,7,212,KAN,WillJa05,Javarris Williams,RB,Tennessee St.,0,0,0,4,6,6,0,0,0,0,0,0,1,0,0,0,0,20,0,0,0
2009,7,215,CIN,VakaFu00,Fui Vakapuna,RB,BYU,0,0,0,,,,,,,,,,,,,,,,,,
2009,7,221,WAS,WillEd00,Eddie Williams,RB,Idaho,0,0,0,6,2,2,0,0,0,1,0,1,1,17,0,0,0,10,7,1,0
2009,7,240,ARI,StepLa00,LaRod Stephens-Howling,RB,Pittsburgh,0,0,0,58,191,692,5,0,0,26,0,61,95,564,3,1,1,179,527,25,0
2009,7,250,JAX,JennRa00,Rashad Jennings,RB,Liberty,0,0,5,93,935,3801,23,4,2,191,0,192,249,1473,2,3,2,-115,1681,53,1
2010,1,9,BUF,SpilC.00,C.J. Spiller,RB,Clemson,0,1,3,90,712,3451,12,14,5,133,0,198,263,1484,9,2,1,243,1584,69,0
2010,1,12,SDG,MathRy00,Ryan Mathews,RB,Fresno St.,0,1,5,86,1201,5336,37,20,12,255,2,181,229,1383,3,1,1,-93,1483,59,0
2010,1,30,DET,BestJa00,Jahvid Best,RB,California,0,0,2,22,256,953,6,1,1,40,0,85,120,774,3,0,0,-67,898,27,0
2010,2,51,MIN,GerhTo00,Toby Gerhart,RB,Stanford,0,0,0,82,397,1675,7,6,5,86,0,100,132,809,3,2,2,35,828,37,0
2010,2,58,HOU,TateBe00,Ben Tate,RB,Auburn,0,0,0,51,556,2420,14,10,6,125,0,69,95,356,0,1,0,19,333,10,0
2010,2,59,CLE,HardMo00,Montario Hardesty,RB,Tennessee,0,0,0,23,153,537,1,3,0,18,0,16,26,138,0,0,0,18,137,9,0
2010,4,112,NYJ,McKnJo00,Joe McKnight,RB,USC,0,0,0,41,114,507,0,1,0,22,0,23,31,241,2,0,0,82,183,15,0
2010,5,139,NYJ,ConnJo00,John Conner,RB,Kentucky,0,0,1,62,27,108,2,0,0,10,0,12,25,84,1,0,0,33,58,6,0
2010,6,173,SFO,DixoAn00,Anthony Dixon,RB,Mississippi St.,0,0,0,96,281,944,13,1,0,46,0,24,27,150,0,0,0,66,118,7,0
2010,6,174,WAS,,Dennis Morris,RB,Louisiana Tech,0,0,0,,,,,,,,,,,,,,,,,,
2010,6,180,JAX,KariDe00,Deji Karim,RB,Southern Illinois,0,0,0,33,110,341,0,1,0,20,0,18,28,129,0,0,0,8,164,5,0
2010,6,188,PIT,DwyeJo00,Jonathan Dwyer,RB,Georgia Tech,0,0,1,38,246,1022,3,2,2,48,0,29,40,184,0,0,0,79,169,10,0
2010,6,193,GNB,StarJa00,James Starks,RB,Buffalo,0,0,0,76,739,3029,11,9,3,157,0,140,187,1085,6,2,1,-66,1276,43,0
2010,6,200,PHI,,Charles Scott,RB,LSU,0,0,0,,,,,,,,,,,,,,,,,,
2010,7,237,MIN,DImpRy00,Ryan D'Imperio,RB,Rutgers,0,0,0,12,0,0,0,0,0,0,0,2,6,7,0,0,0,22,4,1,0
2011,1,28,NOR,IngrMa01,Mark Ingram,RB,Alabama,0,3,5,156,1889,8414,66,14,11,417,7,313,390,2182,10,6,4,-48,2280,107,0
2011,2,38,ARI,WillRy00,Ryan Williams,RB,Virginia Tech,0,0,0,5,58,164,0,2,2,7,0,7,10,44,0,0,0,10,35,3,0
2011,2,56,NWE,VereSh00,Shane Vereen,RB,California,0,0,1,79,382,1618,9,2,1,76,0,253,357,2188,13,3,2,917,1755,105,0
2011,2,57,DET,LeshMi00,Mikel Leshoure,RB,Illinois,0,0,1,17,217,807,9,3,3,46,0,34,48,214,0,0,0,2,231,11,0
2011,2,62,MIA,ThomDa03,Daniel Thomas,RB,Kansas St.,0,0,0,52,409,1480,10,6,4,65,1,55,74,412,3,0,0,28,414,24,0
2011,3,71,DAL,MurrDe00,DeMarco Murray,RB,Oklahoma,1,3,7,99,1648,7372,51,15,11,376,0,311,382,2192,6,4,2,-69,2315,97,0
2011,3,73,NWE,RidlSt00,Stevan Ridley,RB,LSU,0,0,1,73,799,3344,27,10,7,183,1,32,48,179,0,3,3,27,183,6,0
2011,3,96,GNB,GreeAl00,Alex Green,RB,Hawaii,0,0,0,29,149,510,0,0,0,19,0,21,32,139,0,1,0,-50,189,6,0
2011,4,105,WAS,HeluRo00,Roy Helu,RB,Nebraska,0,0,1,57,272,1171,7,2,1,63,0,138,171,1227,4,4,2,87,1216,44,0
2011,4,115,SFO,HuntKe00,Kendall Hunter,RB,Oklahoma St.,0,0,0,45,287,1305,7,2,1,63,0,28,44,281,0,0,0,53,258,14,0
2011,4,119,IND,CartDe01,Delone Carter,RB,Syracuse,0,0,0,27,133,499,5,3,3,30,0,6,10,31,0,1,0,-12,45,1,0
2011,4,124,CLE,MareOw00,Owen Marecic,RB,Stanford,0,0,0,24,4,8,0,0,0,1,0,5,11,31,0,1,0,40,23,2,0
2011,4,125,OAK,JoneTa00,Taiwan Jones,RB,Eastern Washington,0,0,0,139,53,223,0,1,0,10,0,21,30,308,1,1,0,73,329,12,0
2011,4,126,NYJ,PoweBi00,Bilal Powell,RB,Louisville,0,0,3,109,850,3675,15,5,1,188,0,211,309,1600,5,3,2,253,1643,81,0
2011,4,130,TEN,HarpJa01,Jamie Harper,RB,Clemson,0,0,0,23,36,74,4,1,1,8,0,5,7,40,0,0,0,21,41,1,0
2011,5,133,BUF,WhitJo01,Johnny White,RB,North Carolina,0,0,0,19,20,72,0,0,0,2,0,1,4,-3,0,0,0,6,0,0,0
2011,5,136,ARI,SherAn00,Anthony Sherman,RB,Connecticut,0,1,3,153,28,73,1,0,0,14,0,71,94,560,5,1,1,120,489,30,0
2011,5,145,ATL,RodgJa00,Jacquizz Rodgers,RB,Oregon St.,0,0,0,110,565,2163,9,2,1,115,0,222,274,1616,5,2,2,161,1558,66,0
2011,5,149,PHI,LewiDi00,Dion Lewis,RB,Pittsburgh,0,0,2,102,627,2647,14,5,3,133,0,214,273,1566,9,3,2,243,1598,65,0
2011,6,177,WAS,RoysEv00,Evan Royster,RB,Penn St.,0,0,0,32,81,416,2,0,0,25,0,26,38,184,1,0,0,22,184,7,0
2011,6,183,SDG,TodmJo00,Jordan Todman,RB,Connecticut,0,0,0,74,140,602,3,1,0,28,0,40,67,314,2,0,0,101,297,12,0
2011,6,187,TAM,BradAl00,Allen Bradford,RB,USC,0,0,0,19,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,7,220,DAL,ChapSh00,Shaun Chapas,RB,Georgia,0,0,0,6,0,0,0,0,0,0,0,2,3,15,0,0,0,5,13,0,0
2011,7,221,NYG,ScotDa01,Da'Rel Scott,RB,Maryland,0,0,0,20,31,98,0,1,1,5,0,13,21,115,1,0,0,7,117,3,0
2011,7,223,KAN,BannSh00,Shane Bannon,RB,Yale,0,0,0,,,,,,,,,,,,,,,,,,
2011,7,225,BAL,AlleAn01,Anthony Allen,RB,Georgia Tech,0,0,0,21,19,69,1,0,0,4,0,2,4,12,0,0,0,10,14,1,0
2011,7,232,PIT,BatcBa00,Baron Batch,RB,Texas Tech,0,0,0,12,25,49,1,0,0,4,0,4,5,31,0,0,0,20,30,3,0
2011,7,240,PHI,HaviSt00,Stanley Havili,RB,USC,0,0,1,28,13,29,1,0,0,2,0,26,36,175,1,0,0,68,138,7,0
2011,7,246,CIN,FinlJa00,Jay Finley,RB,Baylor,0,0,0,,,,,,,,,,,,,,,,,,
2012,1,3,CLE,RichTr00,Trent Richardson,RB,Alabama,0,0,3,46,618,2033,17,8,3,89,0,113,156,912,2,0,0,-119,983,42,0
2012,1,31,TAM,MartDo00,Doug Martin,RB,Boise St.,1,2,7,84,1322,5356,30,11,10,239,1,148,216,1207,2,1,1,387,1048,48,0
2012,1,32,NYG,WilsDa01,David Wilson,RB,Virginia Tech,0,0,0,21,115,504,5,3,3,27,0,6,15,42,1,0,0,59,25,2,0
2012,2,50,STL,PeadIs00,Isaiah Pead,RB,Cincinnati,0,0,0,30,27,100,0,1,1,4,0,15,20,100,0,1,0,42,96,2,1
2012,2,61,SFO,JameLa00,LaMichael James,RB,Oregon,0,0,0,18,56,258,1,2,1,13,0,7,11,56,0,0,0,19,39,4,0
2012,3,67,DEN,HillRo00,Ronnie Hillman,RB,San Diego St.,0,0,1,56,550,2121,12,7,3,110,0,78,118,551,1,1,0,157,487,23,0
2012,3,84,BAL,PierBe00,Bernard Pierce,RB,Temple,0,0,0,52,400,1554,6,1,1,72,0,33,48,179,0,0,0,37,179,8,0
2012,4,97,MIA,MillLa01,Lamar Miller,RB,Miami (FL),0,1,6,106,1409,6029,33,7,5,272,0,223,292,1649,8,2,2,253,1585,72,0
2012,4,106,SEA,TurbRo00,Robert Turbin,RB,Utah St.,0,0,0,82,392,1482,9,2,2,84,0,91,121,738,3,0,0,39,728,32,0
2012,4,128,MIN,ElliRh00,Rhett Ellison,RB,USC,0,0,4,113,1,1,1,0,0,1,0,118,173,1189,7,0,0,694,768,55,2
2012,5,157,ATL,EwinBr00,Bradie Ewing,RB,Wisconsin,0,0,0,2,0,0,0,0,0,0,0,2,2,29,0,0,0,4,25,2,0
2012,5,159,PIT,RainCh00,Chris Rainey,RB,Florida,0,0,0,18,26,102,2,0,0,5,0,14,23,60,0,3,1,-9,81,1,0
2012,5,170,IND,BallVi00,Vick Ballard,RB,Mississippi St.,0,0,1,17,246,968,2,3,0,56,0,19,31,150,1,0,0,90,120,8,0
2012,6,173,WAS,MorrAl00,Alfred Morris,RB,Florida Atlantic,0,2,4,114,1456,6303,35,13,8,304,0,68,99,513,1,0,0,54,475,23,0
2012,6,182,KAN,GrayCy00,Cyrus Gray,RB,Texas A&M,0,0,0,35,26,104,1,0,0,5,0,9,14,64,0,0,0,62,64,2,0
2012,6,191,CIN,HerrDa00,Dan Herron,RB,Ohio St.,0,0,0,35,157,638,3,3,1,33,0,51,61,405,0,2,2,36,411,14,0
2012,6,202,NYJ,GanaTe00,Terrance Ganaway,RB,Baylor,0,0,0,3,,,,,,,,,,,,,,,,,
2012,7,212,TAM,SmitMi01,Michael Smith,RB,Utah St.,0,0,0,1,,,,,,,,,,,,,,,,,
2012,7,229,PHI,BrowBr02,Bryce Brown,RB,Kansas St.,0,0,0,42,251,1076,7,5,3,61,1,37,59,316,0,0,0,52,362,13,0
2012,7,250,SDG,BakeEd01,Edwin Baker,RB,Michigan St.,0,0,0,6,44,173,2,0,0,12,0,8,9,57,0,0,0,-8,66,3,0
2012,7,252,STL,RichDa00,Daryl Richardson,RB,Abilene Christian,0,0,0,27,169,697,0,2,2,31,1,38,54,284,0,1,0,-26,302,10,0
2013,2,37,CIN,BernGi00,Giovani Bernard,RB,North Carolina,0,0,2,135,971,3906,23,3,2,188,0,389,519,3141,14,7,4,265,3106,131,0
2013,2,48,PIT,BellLe00,Le'Veon Bell,RB,Michigan St.,2,3,5,96,1678,6984,45,6,4,380,1,413,526,3388,10,4,1,324,3451,156,2
2013,2,58,DEN,BallMo00,Montee Ball,RB,Wisconsin,0,0,0,21,203,827,5,3,3,53,0,34,47,222,0,1,1,79,210,13,0
2013,2,61,GNB,LacyEd00,Eddie Lacy,RB,Alabama,0,1,3,60,942,4021,24,8,6,200,0,112,149,966,6,1,0,-123,1075,39,0
2013,2,62,SEA,MichCh00,Christine Michael,RB,Texas A&M,0,0,1,38,293,1217,7,2,0,67,0,28,41,152,1,1,1,15,174,6,0
2013,3,96,KAN,DaviKn00,Knile Davis,RB,Arkansas,0,0,0,57,278,914,12,4,3,46,0,43,60,317,2,3,1,14,332,15,0
2013,4,125,GNB,FranJo01,Johnathan Franklin,RB,UCLA,0,0,0,11,19,107,1,2,1,7,0,4,5,30,0,0,0,26,27,2,0
2013,4,130,BAL,JuszKy00,Kyle Juszczyk,RB,Harvard,1,8,10,173,68,238,5,1,1,34,0,284,377,2698,17,7,5,1449,1751,129,1
2013,4,131,SFO,LattMa00,Marcus Lattimore,RB,South Carolina,0,0,0,,,,,,,,,,,,,,,,,,
2013,5,140,ARI,TaylSt00,Stepfan Taylor,RB,Stanford,0,0,0,61,123,396,1,0,0,25,1,20,27,154,3,0,0,65,125,7,0
2013,5,151,DAL,RandJo01,Joseph Randle,RB,Oklahoma St.,0,0,0,35,183,837,9,3,2,35,0,22,25,170,0,0,0,9,166,9,0
2013,5,154,WAS,ThomCh03,Chris Thompson,RB,Florida St.,0,0,0,74,258,1239,5,4,1,53,0,245,321,2091,11,3,0,727,1697,96,0
2013,5,160,STL,StacZa00,Zac Stacy,RB,Vanderbilt,0,0,1,35,357,1355,9,3,3,64,0,53,70,358,1,0,0,-15,386,20,0
2013,5,164,MIA,GillMi00,Mike Gillislee,RB,Florida,0,0,0,36,274,1291,16,3,3,75,0,17,20,103,1,0,0,17,104,4,0
2013,6,181,OAK,MurrLa00,Latavius Murray,RB,Central Florida,0,1,3,151,1606,6689,61,9,2,372,1,252,319,1715,3,2,0,-116,1860,68,1
2013,6,182,CAR,BarnKe00,Kenjon Barner,RB,Oregon,0,0,0,76,104,416,3,1,1,22,0,28,44,152,0,0,0,-19,181,6,0
2013,6,187,ARI,ElliAn00,Andre Ellington,RB,Clemson,0,0,1,65,422,1755,10,4,3,72,0,151,225,1368,3,0,0,775,1010,68,0
2013,6,189,TAM,JameMi00,Mike James,RB,Miami (FL),0,0,0,23,83,351,0,0,0,19,0,15,16,60,0,0,0,0,59,1,0
2013,6,190,CIN,BurkRe00,Rex Burkhead,RB,Nebraska,0,0,0,115,520,2058,20,4,1,128,0,207,271,1696,9,3,3,640,1450,74,0
2013,6,194,SEA,WareSp00,Spencer Ware,RB,LSU,0,0,1,43,381,1733,13,3,2,91,0,67,83,720,2,2,0,148,671,28,0
2013,6,199,DET,RiddTh00,Theo Riddick,RB,Notre Dame,0,0,1,88,294,1037,5,2,2,49,0,294,382,2320,14,0,0,371,2272,106,0
2013,7,215,NYJ,BohaTo00,Tommy Bohanon,RB,Wake Forest,0,0,1,68,26,72,2,0,0,7,0,31,49,273,2,0,0,86,209,15,0
2013,7,228,WAS,JamiJa00,Jawan Jamison,RB,Rutgers,0,0,0,,,,,,,,,,,,,,,,,,
2013,7,230,IND,WillKe05,Kerwynn Williams,RB,Utah St.,0,0,0,40,228,994,4,2,1,46,0,18,28,126,0,0,0,134,81,7,0
2013,7,253,NYG,CoxxMi00,Michael Cox,RB,Massachusetts,0,0,0,18,26,76,0,0,0,2,0,5,6,21,0,0,0,-12,32,1,0
2014,2,54,TEN,SankBi00,Bishop Sankey,RB,Washington,0,0,1,29,199,762,3,3,2,31,0,32,45,272,1,0,0,-3,285,13,0
2014,2,55,CIN,HillJe01,Jeremy Hill,RB,LSU,0,0,3,55,733,2995,31,9,6,160,1,71,87,517,1,1,0,-15,525,21,0
2014,2,57,SFO,HydeCa00,Carlos Hyde,RB,Ohio St.,0,0,4,102,1258,5076,37,16,9,253,1,161,230,890,4,2,1,349,906,40,0
2014,3,69,TAM,SimsCh00,Charles Sims,RB,West Virginia,0,0,0,47,245,958,2,4,3,42,0,129,176,1190,6,2,2,477,1054,49,0
2014,3,75,STL,MasoTr00,Tre Mason,RB,Auburn,0,0,1,25,254,972,5,5,2,47,0,34,47,236,1,0,0,-31,283,12,0
2014,3,94,CLE,WestTe00,Terrance West,RB,Towson,0,0,2,43,465,1816,11,6,4,86,0,51,67,344,2,0,0,69,326,16,0
2014,3,96,MIN,McKiJe00,Jerick McKinnon,RB,Georgia Southern,0,0,1,116,733,2941,15,3,2,130,2,307,407,2374,21,1,1,222,2519,128,1
2014,4,103,ATL,FreeDe00,Devonta Freeman,RB,Florida St.,0,2,4,98,1205,4955,41,10,5,271,0,314,394,2460,14,2,2,685,2042,104,0
2014,4,113,NYG,WillAn00,Andre Williams,RB,Boston Col.,0,0,0,41,332,1090,8,1,0,47,1,19,42,137,0,0,0,-16,150,6,0
2014,4,117,CHI,CareKa00,Ka'Deem Carey,RB,Arizona,0,0,0,37,111,443,2,1,1,28,0,13,16,131,1,0,0,27,111,8,0
2014,4,124,KAN,ThomDe05,De'Anthony Thomas,RB,Oregon,0,0,0,69,31,191,2,0,0,9,0,65,87,509,4,0,0,263,448,22,0
2014,4,130,NWE,WhitJa02,James White,RB,Wisconsin,0,0,0,95,355,1424,16,1,0,77,2,440,601,3784,28,1,0,1161,3352,192,0
2014,4,138,BAL,TaliLo00,Lorenzo Taliaferro,RB,Coastal Carolina,0,0,0,19,82,339,5,1,1,19,0,16,18,153,0,0,0,37,135,4,0
2014,6,181,HOU,BlueAl00,Alfred Blue,RB,LSU,0,0,1,73,695,2520,8,4,2,124,0,71,89,481,2,0,0,198,330,18,0
2014,6,186,WAS,SeasLa00,Lache Seastrunk,RB,Baylor,0,0,0,,,,,,,,,,,,,,,,,,
2014,6,201,SDG,GricMa00,Marion Grice,RB,Arizona St.,0,0,0,10,16,42,2,0,0,4,0,7,11,29,0,0,0,1,41,3,0
2014,6,204,CAR,GaffTy00,Tyler Gaffney,RB,Stanford,0,0,0,,,,,,,,,,,,,,,,,,
2014,7,222,JAX,JohnSt03,Storm Johnson,RB,Central Florida,0,0,0,6,29,86,2,0,0,5,0,1,1,-4,0,0,0,-4,0,0,0
2014,7,227,SEA,SmalKi00,Kiero Small,RB,Arkansas,0,0,0,3,,,,,,,,,,,,,,,,,
2015,1,10,STL,GurlTo01,Todd Gurley,RB,Georgia,2,3,6,88,1504,6343,69,14,5,335,3,251,353,2269,12,2,1,280,2231,97,1
2015,1,15,SDG,GordMe00,Melvin Gordon,RB,Wisconsin,0,2,7,112,1619,6598,58,21,16,355,1,314,418,2527,14,6,3,-50,2615,114,1
2015,2,36,JAX,YeldT.00,T.J. Yeldon,RB,Alabama,0,0,2,60,507,2069,7,7,4,81,0,194,263,1552,7,0,0,187,1502,76,0
2015,2,54,DET,AbduAm00,Ameer Abdullah,RB,Nebraska,0,0,2,126,431,1693,6,6,3,81,0,168,226,1228,8,0,0,244,1186,63,0
2015,3,73,ATL,ColeTe01,Tevin Coleman,RB,Indiana,0,0,2,94,875,3707,28,6,3,175,0,143,201,1425,15,1,0,380,1288,66,0
2015,3,77,CLE,JohnDu00,Duke Johnson,RB,Miami (FL),0,0,0,97,536,2314,11,5,4,121,2,319,416,2923,12,6,2,825,2606,134,0
2015,3,86,ARI,JohnDa08,David Johnson,RB,Northern Iowa,1,1,3,92,1038,4171,40,12,8,231,1,324,466,3221,19,7,3,1577,2408,155,2
2015,3,95,WAS,JoneMa04,Matt Jones,RB,Florida,0,0,0,25,261,1009,6,8,5,61,0,201,207,2661,17,3,2,1321,819,138,0
2015,4,106,CHI,LangJe00,Jeremy Langford,RB,Michigan St.,0,0,0,29,219,762,10,2,2,41,1,41,69,421,1,0,0,247,358,16,0
2015,4,125,BAL,AlleJa01,Javorius Allen,RB,USC,0,0,0,64,350,1285,9,2,2,79,0,130,171,823,6,1,1,224,735,45,0
2015,4,126,SFO,DaviMi01,Mike Davis,RB,South Carolina,0,0,2,87,562,2062,14,5,3,107,1,173,218,1088,4,2,2,-111,1251,48,0
2015,5,138,TEN,CobbDa00,David Cobb,RB,Minnesota,0,0,0,7,52,146,1,0,0,6,0,1,2,-2,0,0,0,-4,3,0,0
2015,5,149,MIA,AjayJa00,Jay Ajayi,RB,Boise St.,0,1,2,45,630,2763,13,9,5,128,2,72,98,501,1,0,0,20,524,25,0
2015,5,155,BUF,WillKa01,Karlos Williams,RB,Florida St.,0,0,0,11,93,517,7,1,0,25,0,11,14,96,2,1,1,67,44,3,0
2015,5,174,CAR,ArtiCa00,Cameron Artis-Payne,RB,Auburn,0,0,0,32,121,498,5,1,0,24,0,11,12,87,0,0,0,-18,100,6,0
2015,6,205,IND,RobiJo02,Josh Robinson,RB,Mississippi St.,0,0,0,5,17,39,0,1,1,0,0,6,6,33,0,0,0,-4,37,2,0
2015,7,230,NOR,MurpMa03,Marcus Murphy,RB,Missouri,0,0,0,28,60,291,0,0,0,9,0,14,22,36,0,0,0,25,48,3,0
2015,7,235,HOU,HillKe01,Kenny Hilliard,RB,LSU,0,0,0,,,,,,,,,,,,,,,,,,
2016,1,4,DAL,ElliEz00,Ezekiel Elliott,RB,Ohio St.,1,3,7,121,2192,9378,74,22,10,528,3,373,497,2750,14,2,2,33,2893,117,1
2016,2,45,TEN,HenrDe00,Derrick Henry,RB,Alabama,1,4,5,120,2242,10515,98,15,7,515,2,170,220,1581,3,3,2,-163,1694,51,0
2016,3,73,MIA,DrakKe00,Kenyan Drake,RB,Alabama,0,0,2,104,867,3834,33,10,5,197,1,218,300,1655,8,1,1,168,1705,72,1
2016,3,90,SEA,ProsC.00,C.J. Prosise,RB,Notre Dame,0,0,0,35,75,283,2,2,2,8,0,41,50,411,1,0,0,246,270,15,0
2016,4,119,HOU,ErviTy00,Tyler Ervin,RB,San Jose St.,0,0,0,43,21,117,0,0,0,7,0,28,39,193,0,0,0,156,138,9,0
2016,4,134,BAL,DixoKe00,Kenneth Dixon,RB,Louisiana Tech,0,0,0,18,154,728,4,4,2,46,0,39,51,266,1,0,0,-11,284,11,0
2016,4,136,DEN,BookDe00,Devontae Booker,RB,Utah,0,0,0,93,527,2119,11,4,1,104,0,162,209,1224,2,4,4,246,1148,44,0
2016,5,143,OAK,WashDe00,DeAndre Washington,RB,Texas Tech,0,0,0,59,317,1229,7,3,2,62,0,93,121,643,1,1,1,128,556,30,0
2016,5,149,NYG,PerkPa00,Paul Perkins,RB,UCLA,0,0,0,29,175,605,0,1,0,29,0,27,40,244,0,0,0,11,270,8,0
2016,5,150,CHI,HowaJo00,Jordan Howard,RB,Indiana,0,1,3,73,1029,4397,37,4,3,245,0,86,131,660,2,2,0,53,662,28,0
2016,5,153,PHI,SmalWe00,Wendell Smallwood,RB,West Virginia,0,0,1,56,256,1009,5,2,1,58,1,63,88,500,2,1,1,52,470,22,0
2016,5,156,BUF,WillJo07,Jonathan Williams,RB,Arkansas,0,0,0,47,135,563,3,3,3,32,0,22,29,149,0,0,0,-21,163,9,0
2016,5,171,SEA,CollAl00,Alex Collins,RB,Arkansas,0,0,2,50,491,2024,18,7,6,109,0,62,85,495,1,3,1,64,491,25,0
2016,6,182,BAL,ReynKe00,Keenan Reynolds,RB,Navy,0,0,0,2,,,,,,,,,,,,,,,,,
2016,6,211,SFO,TaylKe01,Kelvin Taylor,RB,Florida,0,0,0,,,,,,,,,,,,,,,,,,
2016,6,216,DAL,JackDa01,Darius Jackson,RB,Eastern Michigan,0,0,0,4,6,16,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0
2016,7,236,DET,WashDw00,Dwayne Washington,RB,Washington,0,0,0,96,169,594,1,0,0,23,0,16,21,101,0,0,0,-4,115,6,0
2016,7,237,NOR,LascDa00,Daniel Lasco,RB,California,0,0,0,10,11,32,0,0,0,1,0,2,4,11,0,0,0,0,13,0,0
2016,7,242,WAS,MarsKe00,Keith Marshall,RB,Georgia,0,0,0,,,,,,,,,,,,,,,,,,
2016,7,247,SEA,BrooZa00,Zac Brooks,RB,Clemson,0,0,0,,,,,,,,,,,,,,,,,,
2022,2,36,NYJ,HallBr03,Breece Hall,RB,Iowa St.,0,0,1,25,349,1627,11,3,0,69,1,111,145,929,6,2,2,132,916,40,0
2022,2,41,SEA,WalkKe00,Kenneth Walker III,RB,Michigan St.,0,0,2,31,,,,,,,,,,,,,,,,,
2022,2,63,BUF,CookJa01,James Cook,RB,Georgia,0,1,1,34,420,2009,8,4,2,98,0,81,104,748,6,1,1,235,665,27,0
2022,3,91,TAM,WhitRa01,Rachaad White,RB,Arizona St.,0,0,1,35,466,1705,7,3,2,87,0,135,155,1012,6,2,2,-110,1158,44,0
2022,3,93,SFO,DaviTy03,Tyrion Davis-Price,RB,LSU,0,0,0,7,40,120,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0
2022,3,98,WAS,RobiBr01,Brian Robinson Jr.,RB,Alabama,0,0,2,28,,,,,,,,,,,,,,,,,
